title,nid,type,changed,path_alias,citation,category_tid,year_tid,publication,publisher,filename_year,tid,year,tid_category,category
Joan Tower,4440,finalist,1438981224,finalists/joan-tower,"Premiered on April 24, 1992, in Salt Lake City by the Utah Symphony.
",225,127,"Violin Concerto
",,1993,127,1993,225,Music
Donald C. Drake and Marian Uhlman,4441,finalist,1438981224,finalists/donald-c-drake-and-marian-uhlman,"For their investigation of the pharmaceutical industry and its role in the soaring costs of prescription drugs in the United States
",209,127,"The Philadelphia Inquirer
",,1993,127,1993,209,National Reporting
Douglas Frantz and Murray Waas,4442,finalist,1438981224,finalists/douglas-frantz-and-murray-waas,"For documenting the clandestine effort of the U.S. government to supply money and weapons to Iraq in the 1980&#039;s and up to the weeks before the Gulf War.
",209,127,"Los Angeles Times
",,1993,127,1993,209,National Reporting
John Ashbery,4443,finalist,1438981224,finalists/john-ashbery,,224,127,"Hotel Lautreamont
","Alfred A. Knopf
",1993,127,1993,224,Poetry
James Merrill,4444,finalist,1438981224,finalists/james-merrill,,224,127,"Selected Poems 1946-1985
","Alfred A. Knopf
",1993,127,1993,224,Poetry
Staff,4445,finalist,1438981224,finalists/staff-63,"For the exposure by reporters Jeff Brazil and Steve Berry of the unjust seizure of millions of dollars from motorists -- most of them minorities -- by a sheriff&#039;s drug squad.
",204,127,"Orlando Sentinel
",,1993,127,1993,204,Public Service
Staff,4446,finalist,1438981224,finalists/staff-64,"For disclosing numerous allegations of sexual harassment of women by U.S. Sen. Brock Adams of Washington, who then dropped his bid for re-election.
",204,127,"The Seattle Times
",,1993,127,1993,204,Public Service
Photographic Staff,4447,finalist,1438981224,finalists/photographic-staff,"For its coverage of the shattering impact of Hurricane Andrew on South Florida.
",274,127,"Palm Beach (FL) Post
",,1993,127,1993,274,Spot News Photography
Photographic Staffs,4448,finalist,1438981224,finalists/photographic-staffs,"For pictures depicting the force of Hurricane Andrew and the strength of those who survived the storm.
",274,127,"The Miami Herald and El Nuevo Herald
",,1993,127,1993,274,Spot News Photography
Staff,4449,finalist,1438981224,finalists/staff-65,"For its sensitive reporting of the failed legal battle fought by parents of a child born without a brain to donate the child&#039;s organs before her death.
",275,127,"The Miami Herald
",,1993,127,1993,275,Spot News Reporting
Staff,4450,finalist,1438981224,finalists/staff-66,"For detailed, often exclusive reporting of an 11-day clash in Northern Idaho between an armed white separatist and 300 law enforcement officers.
",275,127,"Spokane (WA) Spokesman-Review
",,1993,127,1993,275,Spot News Reporting
Steve Lopez of the Los Angeles Times,16922,finalist,1588546920,finalists/steve-lopez-los-angeles-times-0,"For purposeful columns about rising homelessness in Los Angeles, which amplified calls for government action to deal with a long-visible public crisis.",212,627,,,2020,627,2020,212,Commentary
Sally Jenkins of The Washington Post,16924,finalist,1588546977,finalists/sally-jenkins-washington-post,"For columns that marshal a broad knowledge of history and culture to remind the sports world of its responsibility to uphold basic values of equity, fairness and tolerance.
",212,627,,,2020,627,2020,212,Commentary
Soraya Nadia McDonald of The Undefeated,16926,finalist,1588547152,finalists/soraya-nadia-mcdonald-undefeated,"For essays on theater and film that bring a fresh, delightful intelligence to the intersections of race and art.
",213,627,,,2020,627,2020,213,Criticism
Justin Davidson of New York magazine,16927,finalist,1588547057,finalists/justin-davidson-new-york-magazine,"For architecture reviews marked by a keen eye, deep knowledge and exquisite writing, as exemplified by his essay on Manhattan’s Hudson Yards development.",213,627,,,2020,627,2020,213,Criticism
"Chloé Cooper Jones, freelance reporter, The Verge",16928,finalist,1588684666,finalists/chloe-cooper-jones-freelance-reporter-verge,"For her gripping portrait of Ramsey Orta, who recorded the NYPD killing of Eric Garner, using restrained yet powerful language and courageous reporting to show the police retribution endured by a forgotten figure in a story that horrified the nation.",211,627,,,2020,627,2020,211,Feature Writing
Ellen Barry of The New York Times,16929,finalist,1588546774,finalists/ellen-barry-new-york-times,For a beautifully written tale of an Indian “prince” whose story concealed deeper truths rooted in the violence and trauma of the Partition of India.,211,627,,,2020,627,2020,211,Feature Writing
Nestor Ramos of The Boston Globe,16930,finalist,1588545911,finalists/nestor-ramos-boston-globe,"For a sweeping yet intimate story about how climate change is drastically reshaping Cape Cod, locally illustrating the urgent global crisis.",211,627,,,2020,627,2020,211,Feature Writing
Melinda Henneberger of The Kansas City Star,16931,finalist,1588547275,finalists/melinda-henneberger-kansas-city-star-0,"For her fierce and unflinching defense of the women of Missouri on issues of abortion access, sexual assault and domestic violence.",214,627,,,2020,627,2020,214,Editorial Writing
"Jill Burcum of the Star Tribune, Minneapolis, Minn.",16932,finalist,1588547315,finalists/jill-burcum-star-tribune-minneapolis-minn,"For passionate, persuasive writing about a pristine wilderness area, accessible largely by canoe, to demonstrate to readers why a proposed mine would do incalculable environmental damage.",214,627,,,2020,627,2020,214,Editorial Writing
"Kevin Kallaugher, freelancer",16934,finalist,1588547474,finalists/kevin-kallaugher-freelancer,"For combining classically beautiful cartoon art and incisive wit to create a striking portfolio addressing the Trump administration, international affairs and local Baltimore politics.",215,627,,,2020,627,2020,215,Editorial Cartooning
"Lalo Alcaraz, freelancer",16935,finalist,1588547412,finalists/lalo-alcaraz-freelancer,For irreverent and poignant cartoon commentary focused on local and national issues from a distinctly Latinx perspective.,215,627,,,2020,627,2020,215,Editorial Cartooning
Matt Bors of The Nib,16936,finalist,1588547444,finalists/matt-bors-nib,"For cartoons that sliced through the hypocrisy of the Trump presidency, as well as the blind spots of moderate Democrats in a distinct, contemporary style.",215,627,,,2020,627,2020,215,Editorial Cartooning
"Rosanna Xia, Swetha Kannan and Terry Castleman of the Los Angeles Times",16938,finalist,1588545340,finalists/rosanna-xia-swetha-kannan-and-terry-castleman-los-angeles-times,For a deeply researched examination of the difficult choices Californians must make as climate change erodes precious coastline.,207,627,,,2020,627,2020,207,Explanatory Reporting
Staff of Reveal from The Center for Investigative Reporting,16939,finalist,1588545397,finalists/staff-reveal-center-investigative-reporting,"For its industrious reporting on worker injuries and the human toll of robotics technology at Amazon warehouses across the United States.
",207,627,,,2020,627,2020,207,Explanatory Reporting
Jay Hancock and Elizabeth Lucas of Kaiser Health News,16942,finalist,1588545165,finalists/jay-hancock-and-elizabeth-lucas-kaiser-health-news,"For exposing predatory bill collection by the University of Virginia Health System that relentlessly squeezed low-income patients—many into bankruptcy—forcing the non-profit, state-run hospital to change its tactics.",206,627,,,2020,627,2020,206,Investigative Reporting
Staff of The Wall Street Journal,16943,finalist,1617283441,finalists/staff-wall-street-journal,"For an exhaustive investigation into Amazon, the world’s largest retailer, that revealed a largely unregulated and highly profitable third-party flea market and the potentially deadly results of it peddling of unsafe and banned products.",206,627,,,2020,627,2020,206,Investigative Reporting
Staff of The Wall Street Journal,16946,finalist,1588545651,finalists/staff-wall-street-journal-0,"For revelatory work showing how a California utility’s neglect of its equipment caused countless wildfires, including one that wiped out the town of Paradise and killed 85 people.
",209,627,,,2020,627,2020,209,National Reporting
Staff of Reuters,16947,finalist,1588545779,finalists/staff-reuters,"For a series of deeply-reported, original dispatches from the Hong Kong protests, a battleground between democracy and autocracy that detailed China&#039;s grip behind the scenes and offered valuable insights into the forces that will shape the next century.",210,627,,,2020,627,2020,210,International Reporting
Staff of The New York Times,16948,finalist,1588545748,finalists/staff-new-york-times-0,"For gripping accounts that disclosed China’s top-secret efforts to repress millions of Muslims through a system of labor camps, brutality and surveillance.",210,627,,,2020,627,2020,210,International Reporting
Tom Fox of The Dallas Morning News,16950,finalist,1588547605,finalists/tom-fox-dallas-morning-news,"For coverage of a would-be shooter outside Dallas’ Earle Cabell Federal Building, which houses federal courts, photographed at great personal risk.",216,627,,,2020,627,2020,216,Breaking News Photography
"Mary F. Calvert, freelance photographer",16952,finalist,1588547768,finalists/mary-f-calvert-freelance-photographer,"For work published by The New York Times and Yahoo News that look intimately at male sexual assault survivors in the armed forces, and the lasting effects of trauma on them and their families.",217,627,,,2020,627,2020,217,Feature Photography
Erin Clark of The Boston Globe,16953,finalist,1588547692,finalists/erin-clark-boston-globe,"For respectful and compassionate photography of a working Maine family as it falls into homelessness and finds new housing, albeit precarious.",217,627,,,2020,627,2020,217,Feature Photography
Dieu Nalio Chery and Rebecca Blackwell of Associated Press,16955,finalist,1588547575,finalists/dieu-nalio-chery-and-rebecca-blackwell-associated-press,"For images from Haiti, conveying the horrors of lynching, murder and human rights abuses as the country wrestles with ongoing unrest.",216,627,,,2020,627,2020,216,Breaking News Photography
Staff of The Boston Globe,16956,finalist,1588545514,finalists/staff-boston-globe-0,For its engaging approach to exposing socioeconomic inequities by surveying the city’s brightest public high school students a decade after graduation.,208,627,,,2020,627,2020,208,Local Reporting
Staff of the Los Angeles Times,16957,finalist,1588608889,finalists/staff-los-angeles-times,"For dynamic coverage that expertly blended multimedia components, frequent updates and rich narrative to report on a devastating California boat fire that killed 34 people.",205,627,,,2020,627,2020,205,Breaking News Reporting
Ben Lerner,16958,finalist,1588551499,finalists/ben-lerner,"A brilliant and ambitious exploration of language, family and American identity as exemplified by the life of a Midwestern high school debate champion.",219,627,The Topeka School,"Farrar, Straus and Giroux",2020,627,2020,219,Fiction
Ann Patchett,16959,finalist,1588551549,finalists/ann-patchett,A masterful and beautifully rendered allegory of the destructive force of social ambition on several generations of a Pennsylvania family.,219,627,The Dutch House,Harper,2020,627,2020,219,Fiction
Keeanga-Yamahtta Taylor,16963,finalist,1588551911,finalists/keeanga-yamahtta-taylor,"A deeply researched and rigorously argued account of the public-private partnership that replaced redlining with even more predatory and destructive practices. 
",220,627,Race for Profit: How Banks and the Real Estate Industry Undermined Black Homeownership,University of North Carolina Press,2020,627,2020,220,History
the late Deirdre Bair,16964,finalist,1588552018,finalists/late-deirdre-bair,"A tale of authorial ambition, self-doubt and achievement that offers intriguing insight into the world of two of the 20th century’s literary giants and the art of biography itself.",222,627,"Parisian Lives: Samuel Beckett, Simone de Beauvoir, And Me",Nan A. Talese/Doubleday,2020,627,2020,222,Biography
George Packer,16966,finalist,1588552056,finalists/george-packer-0,"An inventive, compulsively readable life of a complicated man of considerable talents and personal failings that offers extraordinary insights into the inner workings of Washington&#039;s foreign policy establishment.
",222,627,Our Man: Richard Holbrooke and the End of the American Century,Alfred A. Knopf,2020,627,2020,222,Biography
Dorianne Laux,16968,finalist,1588552176,finalists/dorianne-laux,Poetic narratives of plainspoken authenticity with characters whose breadth spans the wide range of American life.,224,627,Only as the Day Is Long: New and Selected Poems,W.W. Norton,2020,627,2020,224,Poetry
Mary Ruefle,16969,finalist,1588552225,finalists/mary-ruefle,Poems of wildness and wit that swerve away from the predictable as they balance comedy and melancholy. ,224,627,Dunce,Wave Books,2020,627,2020,224,Poetry
Louise Aronson,16970,finalist,1588552463,finalists/louise-aronson,"An empathetic and nuanced critique, informed by the author’s decades of experience as a geriatrician, of the ways in which our society and healthcare system neglect, stereotype and mistreat the elderly.",223,627,"Elderhood: Redefining Aging, Transforming Medicine, Reimagining Life",Bloomsbury,2020,627,2020,223,General Nonfiction
Albert Woodfox with Leslie George,16972,finalist,1588552528,finalists/albert-woodfox-leslie-george,An unflinching indictment of Louisiana&#039;s most notorious prison and the racist criminal justice system as told through an innocent man&#039;s redemptive journey faced with a life sentence in solitary confinement.,223,627,Solitary,Grove Atlantic,2020,627,2020,223,General Nonfiction
Will Arbery,16973,finalist,1588551660,finalists/will-arbery,"A scrupulously hewn drama centering on four alumni of a conservative Catholic college who confront themselves and each other, clashing over theology, politics and personal responsibility.",218,627,Heroes of the Fourth Turning,,2020,627,2020,218,Drama
David Henry Hwang and Jeanine Tesori,16974,finalist,1588551700,finalists/david-henry-hwang-and-jeanine-tesori,"A multi-layered and mischievous musical that deconstructs a beloved, original American art form to examine the promise and the limits of representation in both the theatrical and political senses of the word.",218,627,Soft Power,,2020,627,2020,218,Drama
Alex Weiser,16977,finalist,1588553021,finalists/alex-weiser,"Recording released April 12, 2019 by Cantaloupe Music, a song cycle for voice, piano, percussion and string trio, based on poems in Yiddish and English, a meditative and deeply spiritual work whose unexpected musical language is arresting and directly emotional.",225,627,and all the days were purple,,2020,627,2020,225,Music
Michael Torke,16978,finalist,1588552930,finalists/michael-torke,"Premiered on January 5, 2019, in Troy, N.Y., a composition that merges traditions of bluegrass and classical music through the musical instrument common to both forms, a virtuosic work of astonishing beauty, expert pacing and generous optimism.",225,627,Sky: Concerto for Violin,,2020,627,2020,225,Music
The Washington Post,16979,finalist,1588544591,finalists/washington-post-2,"For groundbreaking, data-driven journalism that used previously hidden government records and confidential company documents to provide unprecedented insight into America’s deadly opioid epidemic. ",204,627,,,2020,627,2020,204,Public Service
The New York Times,16981,finalist,1588544503,finalists/new-york-times-2,"For exemplary reporting that exposed the breadth and impact of a political war on science, including systematic dismantling of federal regulations and policy.",204,627,,,2020,627,2020,204,Public Service
"Andrew Beck Grace, Chip Brantley, Graham Smith, Nicole Beemsterboer and Robert Little of NPR",16983,finalist,1588551274,finalists/andrew-beck-grace-chip-brantley-graham-smith-nicole-beemsterboer-and-robert-little-npr,"For “White Lies,” a riveting seven-episode podcast that doggedly reinvestigated one of the most infamous murders of the Civil Rights era.",631,627,,,2020,627,2020,631,Audio Reporting
"Nigel Poor, Earlonne Woods and Rahsaan Thomas",16984,finalist,1588548257,finalists/nigel-poor-earlonne-woods-and-rahsaan-thomas,"For “Ear Hustle,” a consistently surprising and beautifully crafted series on life behind bars produced by inmates of San Quentin State Prison.",631,627,,,2020,627,2020,631,Audio Reporting
Staff of The Washington Post,16986,finalist,1588544724,finalists/staff-washington-post-1,"For incisive coverage of back-to-back mass shootings in El Paso, Texas and Dayton, Ohio that contextualized these events for a national audience. 
",205,627,,,2020,627,2020,205,Breaking News Reporting
"Peter Smith, Stephanie Strasburg and Shelly Bradbury of the Pittsburgh Post-Gazette",16987,finalist,1588545463,finalists/peter-smith-stephanie-strasburg-and-shelly-bradbury-pittsburgh-post-gazette,"For an unprecedented investigation of child sexual abuse and cover-ups in the insular Amish and Mennonite communities.
",208,627,,,2020,627,2020,208,Local Reporting
Greg Grandin,17159,finalist,1588628957,finalists/greg-grandin-0,"A sweeping and beautifully written book that probes the American myth of boundless expansion and provides a compelling context for thinking about the current political moment (Moved by the Board to the General Nonfiction category, where it was also entered.)",220,627,The End of the Myth: From the Frontier to the Border Wall in the Mind of America,Metropolitan Books,2020,627,2020,220,History
Gustavo Arellano of the Los Angeles Times,22644,finalist,1746289721,node/gustavo-arellano-los-angeles-times,For vivid columns reported from across the Southwest that shattered stereotypes and probed complex shifts in politics in an election year when Latinos were pivotal voters. ,212,653,,,2025,653,2025,212,Commentary
Jerry Brewer of The Washington Post,22646,finalist,1746289761,node/jerry-brewer-washington-post,"For his perceptive and informed use of sports to examine critical social divisions in America through difficult conversations about race, gender and media bias.",212,653,,,2025,653,2025,212,Commentary
Sara Holdren of New York Magazine,22647,finalist,1746294796,node/sara-holdren-new-york-magazine,For insightful theater criticism that combines a reporter&#039;s eye and a historian&#039;s memory to inform readers about current stage productions.,213,653,,,2025,653,2025,213,Criticism
Vinson Cunningham of The New Yorker,22648,finalist,1746290308,node/vinson-cunningham-new-yorker-0,"For illuminating and personal reviews of work that appears on television, streaming services or social media, trenchant criticism that explores contemporary issues and society.",213,653,,,2025,653,2025,213,Criticism
"Joe Sexton, contributor, The Marshall Project",22650,finalist,1746289481,node/joe-sexton-contributor-marshall-project,"For his exclusive inside account of a legal team’s efforts to spare the Parkland high school shooter from the death penalty, a saga of moral complexity, constitutional law and shattering trauma for those involved.",211,653,,,2025,653,2025,211,Feature Writing
"Anand Gopal, contributing writer, The New Yorker",22651,finalist,1746289541,node/anand-gopal-contributing-writer-new-yorker-0,"For a deeply reported narrative of a woman’s life before and after she is imprisoned at an isolated detention camp in eastern Syria, illustrating how love and family intersect with larger geopolitical concerns.",211,653,,,2025,653,2025,211,Feature Writing
"David Scharfenberg, Alan Wirzbicki and Marcela García of The Boston Globe",22653,finalist,1746290609,node/david-scharfenberg-alan-wirzbicki-and-marcela-garcia-boston-globe,For their politically courageous and deeply reported editorials on how Boston can humanely and effectively close underutilized schools in ways that improve student learning.,214,653,,,2025,653,2025,214,Editorial Writing
"Opinion Staff of The New York Times, notably W. J. Hennigan and Kathleen Kingsbury",22654,finalist,1746290661,node/opinion-staff-new-york-times-notably-w-j-hennigan-and-kathleen-kingsbury,"For a powerful, graphic series on the potential horrors of nuclear war, raising critical questions for policymakers, and offering recommendations that might strengthen deterrence.",214,653,,,2025,653,2025,214,Editorial Writing
"The New York Times, for relentless reporting by Dave Philipps",22658,finalist,1746288830,node/new-york-times-relentless-reporting-dave-philipps,"That forced Congress and the Pentagon to acknowledge the devastating brain injuries U.S. troops were suffering from the effects of repeated low level blasts during weapons training.
",204,653,,,2025,653,2025,204,Public Service
"The Boston Globe, with contributions from the Organized Crime and Corruption Reporting Project",22660,finalist,1746389265,node/boston-globe-contributions-organized-crime-and-corruption-reporting-project,"For its sweeping coverage of the financial mismanagement of a major hospital chain, exposing how corporate malfeasance, personal greed and government neglect led to compromised care and deaths.",204,653,,,2025,653,2025,204,Public Service
"Alexia Campbell, April Simpson and Pratheek Rebala of the Center for Public Integrity; Nadia Hamdan of Reveal; and Roy Hurst, contributor, Mother Jones",22661,finalist,1746479185,node/alexia-campbell-april-simpson-and-pratheek-rebala-center-public-integrity-nadia-hamdan-reveal,"For using innovative technology, archival research and personal storytelling to reveal how land titles granted to formerly enslaved Black men and women in the wake of the Civil War were unjustly revoked. ",207,653,,,2025,653,2025,207,Explanatory Reporting
"Annie Waldman, Duaa Eldeib, Max Blau and Maya Miller of ProPublica",22662,finalist,1746288035,node/annie-waldman-duaa-eldeib-max-blau-and-maya-miller-propublica,"For a deep and haunting examination of how insurance companies quietly, and with little public scrutiny, deny mental health services to those in need. ",207,653,,,2025,653,2025,207,Explanatory Reporting
"Staffs of Associated Press and FRONTLINE, in collaboration with the Howard Centers for Investigative Journalism",22664,finalist,1746474385,node/staffs-associated-press-and-frontline-collaboration-howard-centers-investigative-journalism,"For a three-year investigation involving dozens of reporters and the creation of a database to document more than 1,000 deaths around the country in which police officers subdued victims with methods intended to be non-lethal.",206,653,,,2025,653,2025,206,Investigative Reporting
"Christopher Weaver, Anna Wilde Mathews, Mark Maremont, Tom McGinty and Andrew Mollica of The Wall Street Journal",22666,finalist,1746287682,node/christopher-weaver-anna-wilde-mathews-mark-maremont-tom-mcginty-and-andrew-mollica-wall-street,"For a lucid, comprehensive series that revealed how insurance companies gamed the Medicare Advantage system and collected billions of dollars for nonexistent ailments while shunting expensive cases onto the public.",206,653,,,2025,653,2025,206,Investigative Reporting
Staff of The Wall Street Journal,22668,finalist,1746454559,node/staff-wall-street-journal-32,"For courageous, cool-headed reporting by imprisoned journalist Evan Gershkovich and his colleagues that revealed a previously unknown Russian intelligence agency, and for gripping work on the workings of Russia’s secret services.",210,653,,,2025,653,2025,210,International Reporting
Staff of The Washington Post,22669,finalist,1746454582,node/staff-washington-post-38,"For haunting accountability journalism that documented Israeli atrocities in the Gaza strip and investigated the killings of Palestinian journalists, paramedics and a 6-year-old girl whose recorded pleas for help touched a nerve around the world.",210,653,,,2025,653,2025,210,International Reporting
Staff of The Washington Post,22670,finalist,1746647930,node/staff-washington-post-25,"For a sweeping examination of the human and environmental toll of Hurricane Helene in western North Carolina, including stories about the arrival of conspiracy theorists in one town and the efforts of residents of another to rebuild three months later.
",209,653,,,2025,653,2025,209,National Reporting
Jennifer Gollan and Susie Neilson of the San Francisco Chronicle,22676,finalist,1746288613,node/jennifer-gollan-and-susie-neilson-san-francisco-chronicle,For an immersive and revelatory series that exposed the soaring death toll tied to police pursuits and detailed the near-total immunity that shields officers who initiate deadly chases.,209,653,,,2025,653,2025,209,National Reporting
"Mike Reicher, Lynda Mapes, Fiona Martin and Kevin Clark of The Seattle Times",22677,finalist,1746727670,node/mike-reicher-lynda-mapes-fiona-martin-and-kevin-clark-seattle-times,For their investigative series revealing how the Washington state government spent $1 million per day on construction that failed to safeguard either the salmon or the tribal treaty rights it was meant to protect.,208,653,,,2025,653,2025,208,Local Reporting
"Katey Rusch and Casey Smith, contributors, San Francisco Chronicle, in collaboration with the University of California, Berkeley Investigative Reporting Program",22678,finalist,1746288426,node/katey-rusch-and-casey-smith-contributors-san-francisco-chronicle-collaboration-university,For a multiyear investigation into a secret system of legal settlements that concealed California police misconduct for decades and kept offending officers in positions of power.,208,653,,,2025,653,2025,208,Local Reporting
Photography Staff of Agence France-Presse ,22679,finalist,1746052457,node/photography-staff-agence-france-presse,"For a variety of powerful images, shot entirely by a team of Palestinian journalists, that encapsulate the enduring humanity of the people of Gaza amid widespread destruction and loss.",216,653,,,2025,653,2025,216,Breaking News Photography
"Nanna Heitmann, contributor, Tyler Hicks, David Guttenfelder and Nicole Tung, contributor, of The New York Times",22681,finalist,1746291401,node/nanna-heitmann-contributor-tyler-hicks-david-guttenfelder-and-nicole-tung-contributor-new-york,"For their persistence in photographing the war in Ukraine capturing the horror for both sides of the intractable conflict that has killed or wounded more than a million Ukrainians and Russians.
",216,653,,,2025,653,2025,216,Breaking News Photography
"Iran Martinez, Steve Breen, Jamie Self and Giovanni Moujaes of inewsource.org, San Diego",22682,finalist,1746471704,node/iran-martinez-steve-breen-jamie-self-and-giovanni-moujaes-inewsourceorg-san-diego,"For ‘Fentanyl: A Decade of Death,’ which deftly weaves hard data and human stories with effective metaphors to create a powerful visual narrative for a national audience and the local San Diego readership.",644,653,,,2025,653,2025,644,Illustrated Reporting and Commentary
"Ernesto Barbieri and Jess Ruliffson, contributors, The Boston Globe",22683,finalist,1746291078,node/ernesto-barbieri-and-jess-ruliffson-contributors-boston-globe,"For ‘True Stories From an ICU,’ a beautiful, funny and frequently haunting depiction of the fragility of human life, with each frame perfectly paced over a seamless scroll.",644,653,,,2025,653,2025,644,Illustrated Reporting and Commentary
Photography Staff of Associated Press,22685,finalist,1746714962,node/photography-staff-associated-press-42,For their brave and gripping imagery from Gaza that steps back from the front lines to chronicle daily life as it continues in a war zone.,217,653,,,2025,653,2025,217,Feature Photography
"Lynsey Addario, contributor, The New York Times ",22687,finalist,1746291481,node/lynsey-addario-contributor-new-york-times,"For her sensitive and wrenching photo essay of a young Ukranian girl with a rare eye cancer whose treatment was thwarted by the war. 
",217,653,,,2025,653,2025,217,Feature Photography
Staff of Associated Press,22688,finalist,1746119533,node/staff-associated-press-1,"For fast, comprehensive and authoritative coverage of the assassination attempt on then-presidential candidate Donald Trump, including vivid details from the scene followed by the first reporting on gaps in security measures by the Secret Service and local law enforcement.",205,653,,,2025,653,2025,205,Breaking News Reporting
"Staffs of The News & Observer, Raleigh, N.C., and The Charlotte (N.C.) Observer",22689,finalist,1746566312,node/staffs-news-observer-raleigh-nc-and-charlotte-nc-observer,"For collaborating on comprehensive and community-focused reporting on Hurricane Helene, which killed more than 100 people and damaged 70,000 homes and businesses in the western part of the state.
",205,653,,,2025,653,2025,205,Breaking News Reporting
Gayl Jones,22692,finalist,1746207530,node/gayl-jones-0,"An ambitious and topsy-turvy vision of the segregated South, narrated by an Army veteran whose obsession with a sideshow attraction is presented in a swirl of memories and dreams, rich with literary allusions and jokes. 
",219,653,The Unicorn Woman,Beacon Press,2025,653,2025,219,Fiction
Stacey Levine,22693,finalist,1746292016,node/stacey-levine,"A novel set in the Cold War era about two orphaned half-sisters, a boarder, and the neighbors who surround them, a stylized and startling depiction of lives lived at a high pitch of emotion in the shadow of global catastrophe.
",219,653,Mice 1961,Verse Chorus Press,2025,653,2025,219,Fiction
Rita Bullwinkel,22694,finalist,1746291983,node/rita-bullwinkel,"About eight young women in a boxing tournament that examines the competitors’ personalities through their fighting styles, a taut narrative about the struggle to determine one’s own fate.",219,653,Headshot: A Novel ,Viking,2025,653,2025,219,Fiction
Seth Rockman,22697,finalist,1746292278,node/seth-rockman,"A layered analysis of the manufacture and movement of tools and other everyday products between the North and South–from New England businesses to Southern planters and their enslaved workers–and how they created a shared economy. 
",220,653,Plantation Goods: A Material History of American Slavery,University of Chicago Press,2025,653,2025,220,History
David Greenberg,22698,finalist,1746480511,node/david-greenberg,"An exhaustively researched and insightful portrait of the civil rights activist and Georgia Congressman that breaks new ground by documenting his life after the 1960s, against the backdrop of new Black political strength and more recent racial justice protests.  
",222,653,John Lewis: A Life,Simon &amp; Schuster,2025,653,2025,222,Biography
Amy Reading,22699,finalist,1746292579,node/amy-reading,A meticulous rendering of the life of the pioneering but unheralded magazine editor who helped refashion America’s mid-century culture by identifying and publishing some of the country’s notable literary figures.,222,653,The World She Edited: Katherine S. White at The New Yorker ,Mariner Books,2025,653,2025,222,Biography
Lucy Sante,22702,finalist,1746292778,node/lucy-sante,"A questioning yet clear-eyed narrative of the author’s journey to become who she is from who she once was, set against a vanished New York City that is profoundly part of her past.
",650,653,I Heard Her Call My Name: A Memoir of Transition,Penguin Press,2025,653,2025,650,Memoir or Autobiography
Alexandra Fuller,22703,finalist,1746292750,node/alexandra-fuller,"An elegiac meditation on motherhood and grief, written from the rage and pain of losing a child, but in a voice that ultimately resonates with  beauty and hard-won acceptance.",650,653,Fi: A Memoir of My Son,Grove Press,2025,653,2025,650,Memoir or Autobiography
Jennifer Chang,22705,finalist,1746292996,node/jennifer-chang,"Reflective poems that fuse ancient philosophy with contemporary language and an immigrant perspective in a quest to find truth in the Western world.
",224,653,An Authentic Life,Copper Canyon Press,2025,653,2025,224,Poetry
Danez Smith,22706,finalist,1746293048,node/danez-smith,"A cycle of work that grapples with artistic resilience and the responsibilities of a poet when engaging with powers that have been used to oppress others. 
",224,653,Bluff: Poems,Graywolf Press,2025,653,2025,224,Poetry
Rachel Nolan,22708,finalist,1746293258,node/rachel-nolan,"A focused, extensively reported study of how, between 1977 and 2007, Guatemala became the second largest source of foreign adoptions in the world, a breeding ground for racism, greed and exploitation.

",223,653,Until I Find You: Disappeared Children and Coercive Adoptions in Guatemala,Harvard University Press,2025,653,2025,223,General Nonfiction
Rollo Romig,22709,finalist,1746293355,node/rollo-romig,"A captivating account of a crusading South Indian’s murder, a mystery rich in local culture and politics that also connects to such global themes as authoritarianism, fundamentalism and other threats to free expression. 
",223,653,I Am on the Hit List: A Journalist’s Murder and the Rise of Autocracy in India ,Penguin Books,2025,653,2025,223,General Nonfiction
Cole Escola,22735,finalist,1746294665,node/cole-escola,"A zany portrait of Abraham and Mary Todd Lincoln’s family life whose outrageous humor also serves as an empathetic celebration of anyone who’s been marginalized or misunderstood.
",218,653,"Oh, Mary!",,2025,653,2025,218,Drama
Itamar Moses,22736,finalist,1746295379,node/itamar-moses,"A timely drama about activism, conflicting expectations, and moral responsibility on a college campus, probing American identity and the contradictions within progressive politics, using richly drawn characters with a deep emotional resonance.
",218,653,The Ally,,2025,653,2025,218,Drama
George Lewis,22745,finalist,1746305147,node/george-lewis-0,"Premiered on June 14, 2024 at the Museum of Contemporary Art, Los Angeles, an ingenious pairing of works by W. E. B. Du Bois and Claudio Monteverdi that moves between the social corruption of ancient Rome and Jim Crow America, combining elements of chromaticism and a free jazz aesthetic. Libretto by Douglas Kearney.",225,653,The Comet,,2025,653,2025,225,Music
Jalalu-Kalvert Nelson,22746,finalist,1746306006,node/jalalu-kalvert-nelson,"Premiered on February 8, 2024 at Roulette Intermedium, Brooklyn, N.Y., a series of musical scenes, each using a variety of techniques and textures to convey the ongoing battle against second-class citizenship for Black and Brown people and their struggle for acceptance, a challenging and meaningful work.",225,653,Jim is Still Crowing,,2025,653,2025,225,Music
Staffs of WNYC and Gothamist,22858,finalist,1746386315,node/staffs-wnyc-and-gothamist,For their revelatory investigation into decades of sexual assault of female inmates on Rikers Island.,631,653,,,2025,653,2025,631,Audio Reporting
