title,nid,type,changed,path_alias,citation,category_tid,year_tid,publication,publisher,filename_year,tid,year,tid_category,category
Marcus Lee Hansen,5914,winner,1439235131,winners/marcus-lee-hansen,,220,179,"The Atlantic Migration, 1607-1860
","Harvard Univ. Press
",1941,179,1941,220,History
Leonard Bacon,5915,winner,1439235131,winners/leonard-bacon,,224,179,"Sunderland Capture
","Harper
",1941,179,1941,224,Poetry
St. Louis Post-Dispatch,5916,winner,1439235131,winners/st-louis-post-dispatch-0,"For its successful campaign against the city smoke nuisance.
",204,179,"St. Louis Post-Dispatch
",,1941,179,1941,204,Public Service
Westbrook Pegler,5917,winner,1439235131,winners/westbrook-pegler,"For his articles on scandals in the ranks of organized labor, which led to the exposure and conviction of George Scalise, a labor racketeer.
",272,179,"New York World-Telegram
",,1941,179,1941,272,Reporting
The New York Times,14056,winner,1452193569,winners/new-york-times-4,"For the public educational value of its foreign news report, exemplified by its scope, by excellence of writing and presentation and supplementary background information, illustration, and interpretation.",260,179,,,1941,179,1941,260,Special Citations and Awards
Herb Caen,5699,winner,1478530583,winners/herb-caen,"For his extraordinary and continuing contribution as a voice and conscience of his city. 
",260,124,The San Francisco Chronicle,,1996,124,1996,260,Special Citations and Awards
Bob Keeler,6807,winner,1452177403,winners/bob-keeler,"For his detailed portrait of a progressive local Catholic parish and its parishioners.
",278,124,Newsday,,1996,124,1996,278,Beat Reporting
Jack Miles,6808,winner,1441897384,winners/jack-miles,,222,124,God: A Biography,Alfred A. Knopf,1996,124,1996,222,Biography
E.R. Shipp,6809,winner,1452178300,winners/er-shipp,"For her penetrating columns on race, welfare and other social issues.
",212,124,New York Daily News,,1996,124,1996,212,Commentary
Robert Campbell,6810,winner,1452178667,winners/robert-campbell,"For his knowledgeable writing on architecture.
",213,124,The Boston Globe,,1996,124,1996,213,Criticism
Jonathan Larson,6811,winner,1441896865,winners/jonathan-larson,,218,124,Rent,,1996,124,1996,218,Drama
Jim Morin,6812,winner,1450882266,winners/jim-morin,,215,124,The Miami Herald,,1996,124,1996,215,Editorial Cartooning
Robert B. Semple,6813,winner,1449079746,winners/robert-b-semple,"For his editorials on environmental issues.
",214,124,The New York Times,,1996,124,1996,214,Editorial Writing
Laurie Garrett,6814,winner,1450297990,winners/laurie-garrett,"For her courageous reporting from Zaire on the Ebola virus outbreak there. (The winner was entered and nominated in the International Reporting category and was moved by the Pulitzer Prize Board to Explanatory Journalism.)
",264,124,Newsday,,1996,124,1996,264,Explanatory Journalism
Stephanie Welsh,6815,winner,1450883534,winners/stephanie-welsh,"For her shocking sequence of photos, published by Newhouse News Service, of a female circumcision rite in Kenya.
",217,124,,,1996,124,1996,217,Feature Photography
Rick Bragg,6816,winner,1698695838,winners/rick-bragg,"For his elegantly written stories about contemporary America.
",211,124,The New York Times,,1996,124,1996,211,Feature Writing
Richard Ford,6817,winner,1530634085,winners/richard-ford,,219,124,Independence Day,Alfred A. Knopf,1996,124,1996,219,Fiction
Tina Rosenberg,6818,winner,1441898271,winners/tina-rosenberg,,223,124,The Haunted Land: Facing Europe&#039;s Ghosts After Communism,Random House,1996,124,1996,223,General Nonfiction
Alan Taylor,6819,winner,1441897087,winners/alan-taylor,,220,124,William Cooper&#039;s Town: Power and Persuasion on the Frontier of the Early American Republic,Alfred A. Knopf,1996,124,1996,220,History
David Rohde,6820,winner,1462203548,winners/david-rohde,"For his persistent on-site reporting of the massacre of thousands of Bosnian Muslims in Srebrenica.
",210,124,The Christian Science Monitor,,1996,124,1996,210,International Reporting
Staff,6821,winner,1492565703,winners/staff-37,"For reporting that uncovered fraudulent and unethical fertility practices at a leading research university hospital and prompted key regulatory reforms.
",206,124,The Orange County Register,,1996,124,1996,206,Investigative Reporting
George Walker,6822,winner,1659055300,winners/george-walker,"Premiered on February 1, 1996, in Boston by the Boston Symphony Orchestra, and was commissioned by that orchestra.
",225,124,"Lilacs, for voice and orchestra",,1996,124,1996,225,Music
Alix M. Freedman,6823,winner,1465585860,winners/alix-m-freedman,"For her coverage of the tobacco industry, including a report that exposed how ammonia additives heighten nicotine potency.
",209,124,The Wall Street Journal,,1996,124,1996,209,National Reporting
Jorie Graham,6824,winner,1441898100,winners/jorie-graham,,224,124,The Dream of the Unified Field,The Ecco Press,1996,124,1996,224,Poetry
"The News & Observer (Raleigh, NC)",6825,winner,1492565833,winners/news-observer-raleigh-nc,"For the work of Melanie Sill, Pat Stith and Joby Warrick on the environmental and health risks of waste disposal systems used in North Carolina&#039;s growing hog industry.",204,124,,,1996,124,1996,204,Public Service
Charles Porter IV,6826,winner,1450475457,winners/charles-porter-iv,"For his haunting photographs, taken after the Oklahoma City bombing and distributed by the Associated Press, showing a one-year-old victim handed to and then cradled by a local fireman.
",274,124,,,1996,124,1996,274,Spot News Photography
Robert D. McFadden,6827,winner,1452033822,winners/robert-d-mcfadden,"For his highly skilled writing and reporting on deadline during the year.
",275,124,The New York Times,,1996,124,1996,275,Spot News Reporting
Byron Price,5671,winner,1439235117,winners/byron-price,"For the creation and administration of the newspaper and radio codes.
At the same time, the members of the Advisory Board of the Graduate School of Journalism deplore certain acts and policies of Army and Navy censorship in the handling of news at the source, and for the unreasonable suppression of information to which the American people are entitled.
",,176,,,1944,176,1944,,
Carleton Mabee,5943,winner,1439235131,winners/carleton-mabee,,222,176,"The American Leonardo: The Life of Samuel F B. Morse
","Knopf
",1944,176,1944,222,Biography
Ernest Taylor Pyle,5944,winner,1716476622,winners/ernest-taylor-pyle,For distinguished war correspondence during the year 1943.,263,176,Scripps-Howard Newspaper Alliance,,1944,176,1944,263,Correspondence
Clifford K. Berryman,5945,winner,1439235131,winners/clifford-k-berryman,"For &quot;Where Is the Boat Going?&quot;
",215,176,"The Evening Star
",,1944,176,1944,215,Editorial Cartooning
Henry J. Haskell,5946,winner,1439235131,winners/henry-j-haskell,"For editorials written during the calendar year 1943.
",214,176,"Kansas City (MO) Star
",,1944,176,1944,214,Editorial Writing
Merle Curti,5947,winner,1439235131,winners/merle-curti,,220,176,"The Growth of American Thought
","Harper
",1944,176,1944,220,History
Howard Hanson,5948,winner,1439235131,winners/howard-hanson,"Performed by the Boston Symphony Orchestra on December 3, 1943.
",225,176,"Symphony No. 4. Opus 34
",,1944,176,1944,225,Music
Martin Flavin,5949,winner,1439235131,winners/martin-flavin,,261,176,"Journey in the Dark
","Harper
",1944,176,1944,261,Novel
Earle L. Bunker,5950,winner,1439235131,winners/earle-l-bunker,"For his photo entitled, &quot;Homecoming.&quot;
",271,176,"The World-Herald
",,1944,176,1944,271,Photography
Frank Filan,5951,winner,1439235131,winners/frank-filan,"For his photo entitled, &quot;Tarawa Island,&quot; serviced by the AP.
",271,176,"Associated Press
",,1944,176,1944,271,Photography
Stephen Vincent Benét,5952,winner,1702576298,winners/stephen-vincent-benet-0,,224,176,Western Star,Farrar,1944,176,1944,224,Poetry
The New York Times,5953,winner,1439235131,winners/new-york-times-0,"For its survey of the teaching of American History.
",204,176,"The New York Times
",,1944,176,1944,204,Public Service
Paul Schoenstein and Associates,5954,winner,1439235131,winners/paul-schoenstein-and-associates,"For a news story published on August 12, 1943, which saved the life of a two-year-old girl in the Lutheran Hospital of New York City by obtaining penicillin.
",272,176,"New York Journal-American
",,1944,176,1944,272,Reporting
Daniel De Luce,5955,winner,1439235131,winners/daniel-de-luce,"For his distinguished reporting during the year 1943.
",,176,"Associated Press
",,1944,176,1944,,
Dewey L. Fleming,5956,winner,1439235131,winners/dewey-l-fleming,"For his distinguished reporting during the year 1943.
",,176,"The Baltimore Sun
",,1944,176,1944,,
Daniel De Luce,13927,winner,1444839818,winners/daniel-de-luce-0,"For his distinguished reporting during the year 1943.
",276,176,"Associated Press
",,1944,176,1944,276,Telegraphic Reporting - International
Dewey L. Fleming,13928,winner,1444839818,winners/dewey-l-fleming-0,"For his distinguished reporting during the year 1943.
",277,176,"The Baltimore Sun
",,1944,176,1944,277,Telegraphic Reporting - National
Byron Price,14055,winner,1452193037,winners/byron-price-0,For the creation and administration of the newspaper and radio codes. (Byron Price [1891–1981] was director of the U.S. Office of Censorship during World War II.),260,176,,,1944,176,1944,260,Special Citations and Awards
Richard Rodgers and Oscar Hammerstein II,14069,winner,1452194905,winners/richard-rodgers-and-oscar-hammerstein-ii,For Oklahoma!,260,176,,,1944,176,1944,260,Special Citations and Awards
William Allen White,14074,winner,1452195569,winners/william-allen-white-1,"A scroll indicating appreciation of Mr. White&#039;s interest and services during the past seven years as a member of the Advisory Board of the Graduate School of Journalism, Columbia University. (Presented posthumously to Mrs. William Allen White.)",260,176,,,1944,176,1944,260,Special Citations and Awards
George F. Kennan,6266,winner,1439235150,winners/george-f-kennan-0,,222,152,"Memoirs
","Little
",1968,152,1968,222,Biography
Eugene Gray Payne,6267,winner,1439235150,winners/eugene-gray-payne,"For his editorial cartooning in 1967.
",215,152,"The Charlotte Observer
",,1968,152,1968,215,Editorial Cartooning
John S. Knight,6268,winner,1464272309,winners/john-s-knight,"For his distinguished editorial writing.
",214,152,Knight Newspapers,,1968,152,1968,214,Editorial Writing
Toshio Sakai,6269,winner,1439235150,winners/toshio-sakai,"For his Vietnam War combat photograph, &quot;Dreams of Better Times.&quot;
",217,152,"United Press International
",,1968,152,1968,217,Feature Photography
William Styron,6270,winner,1439235150,winners/william-styron,,219,152,"The Confessions of Nat Turner
","Random
",1968,152,1968,219,Fiction
Will and Ariel Durant,6271,winner,1500476396,winners/will-and-ariel-durant,,223,152,The Story of Civilization: Rousseau and Revolution,Simon &amp; Schuster,1968,152,1968,223,General Nonfiction
Bernard Bailyn,6272,winner,1439235150,winners/bernard-bailyn,,220,152,"The Ideological Origins of the American Revolution
","Harvard Univ. Press
",1968,152,1968,220,History
Alfred Friendly,6273,winner,1534955100,winners/alfred-friendly,"For his coverage of the Middle East War of 1967.
",210,152,The Washington Post,,1968,152,1968,210,International Reporting
Staff,6274,winner,1439235150,winners/staff-7,"For its coverage of the Detroit riots of 1967, recognizing both the brilliance of its detailed spot news staff work and its swift and accurate investigation into the underlying causes of the tragedy.
",266,152,"Detroit Free Press
",,1968,152,1968,266,Local General or Spot News Reporting
J. Anthony Lukas,6275,winner,1510788474,winners/j-anthony-lukas,"For the social document he wrote in his investigation of the life and the murder of Linda Fitzpatrick.
",267,152,The New York Times,,1968,152,1968,267,Local Investigative Specialized Reporting
George Crumb,6276,winner,1439235150,winners/george-crumb,"An orchestral suite first performed on May 26, 1967 by the Chicago Symphony Orchestra at Mandel Hall, University of Chicago, having been commissioned by the University in connection with the celebration of its 75th anniversary.
",225,152,"Echoes of Time and the River
",,1968,152,1968,225,Music
Nathan K. (Nick) Kotz,6277,winner,1439235150,winners/nathan-k-nick-kotz,"For his reporting of unsanitary conditions in many meat packing plants, which helped insure the passage of the Federal Wholesome Meat Act of 1967.
",209,152,"Des Moines Register and Minneapolis Tribune
",,1968,152,1968,209,National Reporting
Howard James,6278,winner,1439235150,winners/howard-james,"For his series of articles, &quot;Crisis in the Courts.&quot;
",209,152,"The Christian Science Monitor
",,1968,152,1968,209,National Reporting
Anthony Hecht,6279,winner,1439235150,winners/anthony-hecht,,224,152,"The Hard Hours
","Atheneum
",1968,152,1968,224,Poetry
Riverside (CA) Press-Enterprise,6280,winner,1439235150,winners/riverside-ca-press-enterprise,"For its expose of corruption in the courts in connection with the handling of the property and estates of an Indian tribe in California, and its successful efforts to punish the culprits.
",204,152,"Riverside (CA) Press-Enterprise
",,1968,152,1968,204,Public Service
Rocco Morabito,6281,winner,1439235150,winners/rocco-morabito,"For his photograph, &quot;The Kiss of Life.&quot;
",274,152,"Jacksonville Journal
",,1968,152,1968,274,Spot News Photography
Donna Tartt,7193,winner,1461595010,winners/donna-tartt,"A beautifully written coming-of-age novel with exquisitely drawn characters that follows a grieving boy&#039;s entanglement with a small famous painting that has eluded destruction, a book that stimulates the mind and touches the heart.
",219,106,The Goldfinch,"Little, Brown",2014,106,2014,219,Fiction
Annie Baker,7194,winner,1442939816,winners/annie-baker,"A thoughtful drama with well-crafted characters that focuses on three employees of a Massachusetts art-house movie theater, rendering lives rarely seen on the stage.
",218,106,The Flick,,2014,106,2014,218,Drama
Alan Taylor,7195,winner,1442940586,winners/alan-taylor-0,"A meticulous and insightful account of why runaway slaves in the colonial era were drawn to the British side as potential liberators.
",220,106,"The Internal Enemy: Slavery and War in Virginia, 1772-1832",W.W. Norton,2014,106,2014,220,History
Megan Marshall,7196,winner,1442940810,winners/megan-marshall,"A richly researched book that tells the remarkable story of a 19th century author, journalist, critic and pioneering advocate of women&#039;s rights who died in a shipwreck.
",222,106,Margaret Fuller: A New American Life,Houghton Mifflin Harcourt,2014,106,2014,222,Biography
Vijay Seshadri,7197,winner,1442941053,winners/vijay-seshadri,"A compelling collection of poems that examine human consciousness, from birth to dementia, in a voice that is by turns witty and grave, compassionate and remorseless.
",224,106,3 Sections,Graywolf Press,2014,106,2014,224,Poetry
Dan Fagin,7198,winner,1442941320,winners/dan-fagin,"A book that deftly combines investigative reporting and historical research to probe a New Jersey seashore town&#039;s cluster of childhood cancers linked to water and air pollution. 
",223,106,Toms River: A Story of Science and Salvation,Bantam Books,2014,106,2014,223,General Nonfiction
John Luther Adams,7199,winner,1442941508,winners/john-luther-adams,"A haunting orchestral work that suggests a relentless tidal surge, evoking thoughts of melting polar ice and rising sea levels.
",225,106,Become Ocean,Taiga Press/Theodore Front Musical Literature,2014,106,2014,225,Music
The Guardian US,7200,winner,1474309506,winners/guardian-us,"For its revelation of widespread secret surveillance by the National Security Agency, helping through aggressive reporting to spark a debate about the relationship between the government and the public over issues of security and privacy.
",204,106,The Guardian US,,2014,106,2014,204,Public Service
The Washington Post,7201,winner,1451867875,winners/washington-post-1,"For its revelation of widespread secret surveillance by the National Security Agency, marked by authoritative and insightful reports that helped the public understand how the disclosures fit into the larger framework of national security.
",204,106,The Washington Post,,2014,106,2014,204,Public Service
Staff,7202,winner,1524492971,winners/staff-75,"For its exhaustive and empathetic coverage of the Boston Marathon bombings and the ensuing manhunt that enveloped the city, using photography and a range of digital tools to capture the full impact of the tragedy.
",205,106,The Boston Globe,,2014,106,2014,205,Breaking News Reporting
Chris Hamby,7203,winner,1459315746,winners/chris-hamby,"For his reports on how some lawyers and doctors rigged a system to deny benefits to coal miners stricken with black lung disease, resulting in remedial legislative efforts.
",206,106,The Center for Public Integrity,,2014,106,2014,206,Investigative Reporting
Eli Saslow,7204,winner,1449863128,winners/eli-saslow,"For his unsettling and nuanced reporting on the prevalence of food stamps in post-recession America, forcing readers to grapple with issues of poverty and dependency.
",207,106,The Washington Post,,2014,106,2014,207,Explanatory Reporting
Will Hobson and Michael LaForgia,7205,winner,1451868586,winners/will-hobson-and-michael-laforgia,"For their relentless investigation into the squalid conditions that marked housing for the city&#039;s substantial homeless population, leading to swift reforms. 
",208,106,Tampa Bay Times,,2014,106,2014,208,Local Reporting
David Philipps,7206,winner,1451869253,winners/david-philipps,"For expanding the examination of how wounded combat veterans are mistreated, focusing on loss of benefits for life after discharge by the Army for minor offenses, stories augmented with digital tools and stirring congressional action.
",209,106,The Gazette,,2014,106,2014,209,National Reporting
Jason Szep and Andrew R.C. Marshall,7207,winner,1450304635,winners/jason-szep-and-andrew-rc-marshall,"For their courageous reports on the violent persecution of the Rohingya, a Muslim minority in Myanmar that, in efforts to flee the country, often falls victim to predatory human-trafficking networks.
",210,106,Reuters,,2014,106,2014,210,International Reporting
Stephen Henderson,7208,winner,1451870125,winners/stephen-henderson,"For his columns on the financial crisis facing his hometown, written with passion and a stirring sense of place, sparing no one in their critique.
",212,106,Detroit Free Press,,2014,106,2014,212,Commentary
Inga Saffron,7209,winner,1451870798,winners/inga-saffron,"For her criticism of architecture that blends expertise, civic passion and sheer readability into arguments that consistently stimulate and surprise.
",213,106,The Philadelphia Inquirer,,2014,106,2014,213,Criticism
Editorial Staff,7210,winner,1507830479,winners/editorial-staff-2,"For its lucid editorials that explain the urgent but complex issue of rising pension costs, notably engaging readers and driving home the link between necessary solutions and their impact on everyday lives. 
",214,106,The Oregonian,,2014,106,2014,214,Editorial Writing
Kevin Siers,7211,winner,1451872512,winners/kevin-siers,"For his thought provoking cartoons drawn with a sharp wit and bold artistic style.
",215,106,The Charlotte Observer,,2014,106,2014,215,Editorial Cartooning
Tyler Hicks,7212,winner,1451872965,winners/tyler-hicks,"For his compelling pictures that showed skill and bravery in documenting the unfolding terrorist attack at Westgate mall in Kenya.
",216,106,The New York Times,,2014,106,2014,216,Breaking News Photography
Josh Haner,7213,winner,1451873063,winners/josh-haner,"For his moving essay on a Boston Marathon bomb blast victim who lost most of both legs and now is painfully rebuilding his life.
",217,106,The New York Times,,2014,106,2014,217,Feature Photography
No award,7214,winner,1439235226,winners/no-award-6,"No award
",211,106,,,2014,106,2014,211,Feature Writing
Jennifer Egan,7128,winner,1442424448,winners/jennifer-egan,"An inventive investigation of growing up and growing old in the digital age, displaying a big-hearted curiosity about cultural change at warp speed.
",219,109,A Visit from the Goon Squad,Alfred A.. Knopf,2011,109,2011,219,Fiction
Ron Chernow,7129,winner,1442424711,winners/ron-chernow,"A sweeping, authoritative portrait of an iconic leader learning to master his private feelings in order to fulfill his public duties.
",222,109,Washington : A Life,The Penguin Press,2011,109,2011,222,Biography
Mike Keefe,7130,winner,1450805113,winners/mike-keefe,"For his widely ranging cartoons that employ a loose, expressive style to send strong, witty messages.
",215,109,The Denver Post,,2011,109,2011,215,Editorial Cartooning
Kay Ryan,7131,winner,1442424542,winners/kay-ryan,"A body of work spanning 45 years, witty, rebellious and yet tender, a treasure trove of an iconoclastic and joyful mind.
",224,109,The Best of It: New and Selected Poems,Grove/Atlantic,2011,109,2011,224,Poetry
Eric Foner,7132,winner,1502122243,winners/eric-foner,"A well orchestrated examination of Lincoln&#039;s changing views of slavery, bringing unforeseeable twists and a fresh sense of improbability to a familiar story.
",220,109,The Fiery Trial: Abraham Lincoln and American Slavery,W.W. Norton &amp; Company,2011,109,2011,220,History
Bruce Norris,7133,winner,1442424865,winners/bruce-norris,"For &quot;Clybourne Park,&quot; a powerful work whose memorable characters speak in witty and perceptive ways to America&#039;s sometimes toxic struggle with race and class consciousness.
",218,109,Clybourne Park,,2011,109,2011,218,Drama
Siddhartha Mukherjee,7134,winner,1442424789,winners/siddhartha-mukherjee,"An elegant inquiry, at once clinical and personal, into the long history of an insidious disease that, despite treatment breakthroughs, still bedevils medical science.  
",223,109,The Emperor of All Maladies: A Biography of Cancer,Scribner,2011,109,2011,223,General Nonfiction
Zhou Long,7135,winner,1442422495,winners/zhou-long,"Premiered on February 26, 2010 by Opera Boston at the Cutler Majestic Theatre, a deeply expressive opera that draws on a Chinese folk tale to blend the musical traditions of the East and the West.  Libretto by Cerise Lim Jacobs (Oxford University Press).
",225,109,Madame White Snake,Oxford University Press,2011,109,2011,225,Music
Los Angeles Times,7136,winner,1450307527,winners/los-angeles-times-4,"For its exposure of corruption in the small California city of Bell where officials tapped the treasury to pay themselves exorbitant salaries, resulting in arrests and reforms.
",204,109,Los Angeles Times,,2011,109,2011,204,Public Service
No award,7137,winner,1439235215,winners/no-award-3,"No award
",205,109,,,2011,109,2011,205,Breaking News Reporting
Paige St. John,7138,winner,1450128825,winners/paige-st-john,"For her examination of weaknesses in the murky property-insurance system vital to Florida homeowners, providing handy data to assess insurer reliability and stirring regulatory action. 
",206,109,Sarasota Herald-Tribune,,2011,109,2011,206,Investigative Reporting
"Mark Johnson, Kathleen Gallagher, Gary Porter, Lou Saldivar and Alison Sherwood",7139,winner,1450307714,winners/mark-johnson-kathleen-gallagher-gary-porter-lou-saldivar-and-alison-sherwood,"For their lucid examination of an epic effort to use genetic technology to save a 4-year-old boy imperiled by a mysterious disease, told with words, graphics, videos and other images.
",207,109,Milwaukee Journal Sentinel,,2011,109,2011,207,Explanatory Reporting
"Frank Main, Mark Konkol and John J. Kim",7140,winner,1552331289,winners/frank-main-mark-konkol-and-john-j-kim,"For their immersive documentation of violence in Chicago neighborhoods, probing the lives of victims, criminals and detectives as a widespread code of silence impedes solutions. 
",208,109,Chicago Sun-Times,,2011,109,2011,208,Local Reporting
Jesse Eisinger and Jake Bernstein,7141,winner,1450127523,winners/jesse-eisinger-and-jake-bernstein,"For their exposure of questionable practices on Wall Street that contributed to the nation&#039;s economic meltdown, using digital tools to help explain the complex subject to lay readers.
",209,109,ProPublica,,2011,109,2011,209,National Reporting
Clifford J. Levy and Ellen Barry,7142,winner,1450308876,winners/clifford-j-levy-and-ellen-barry,"For their dogged reporting that put a human face on the faltering justice system in Russia, remarkably influencing the discussion inside the country.
",210,109,The New York Times,,2011,109,2011,210,International Reporting
Amy Ellis Nutt,7143,winner,1479047910,winners/amy-ellis-nutt,"For her deeply probing story of the mysterious sinking of a commercial fishing boat in the Atlantic Ocean that drowned six men.
",211,109,The Star-Ledger,,2011,109,2011,211,Feature Writing
David Leonhardt,7144,winner,1450309018,winners/david-leonhardt,"For his graceful penetration of America&#039;s complicated economic questions, from the federal budget deficit to health care reform.
",212,109,The New York Times,,2011,109,2011,212,Commentary
Sebastian Smee,7145,winner,1450309770,winners/sebastian-smee,"For his vivid and exuberant writing about art, often bringing great works to life with love and appreciation.
",213,109,The Boston Globe,,2011,109,2011,213,Criticism
Joseph Rago,7146,winner,1450123304,winners/joseph-rago,"For his well crafted, against-the-grain editorials challenging the health care reform advocated by President Obama.
",214,109,The Wall Street Journal,,2011,109,2011,214,Editorial Writing
"Carol Guzy, Nikki Kahn and Ricky Carioti",7147,winner,1450450130,winners/carol-guzy-nikki-kahn-and-ricky-carioti,"For their up-close portrait of grief and desperation after a catastrophic earthquake struck Haiti.
",216,109,The Washington Post,,2011,109,2011,216,Breaking News Photography
Barbara Davidson,7148,winner,1450450233,winners/barbara-davidson,"For her intimate story of innocent victims trapped in the city&#039;s crossfire of deadly gang violence. 
",217,109,Los Angeles Times,,2011,109,2011,217,Feature Photography
Burton J. Hendrick,5741,winner,1469546379,winners/burton-j-hendrick,Two volumes.,222,197,The Life and Letters of Walter H. Page,Houghton,1923,197,1923,222,Biography
Owen Davis,5742,winner,1439235120,winners/owen-davis,,218,197,"Icebound
",,1923,197,1923,218,Drama
William Allen White,5743,winner,1439235120,winners/william-allen-white,"For an editorial entitled &quot;To an Anxious Friend.&quot;
",214,197,"Emporia (KS) Gazette
",,1923,197,1923,214,Editorial Writing
Charles Warren,5744,winner,1469048871,winners/charles-warren,,220,197,The Supreme Court in United States History,Little,1923,197,1923,220,History
Willa Cather,5745,winner,1439235120,winners/willa-cather,,261,197,"One of Ours
","Knopf
",1923,197,1923,261,Novel
Edna St. Vincent Millay,5746,winner,1439235120,winners/edna-st-vincent-millay,,224,197,"The Ballad of the Harp-Weaver: A Few Figs from Thistles: Eight Sonnets in American Poetry, 1922. A Miscellany
","Harper
",1923,197,1923,224,Poetry
Memphis Commercial Appeal,5747,winner,1439235120,winners/memphis-commercial-appeal,"For its courageous attitude in the publication of cartoons and the handling of news in reference to the operations of the Ku Klux Klan.
",204,197,"Memphis Commercial Appeal
",,1923,197,1923,204,Public Service
Alva Johnston,5748,winner,1439235120,winners/alva-johnston,"For his reports of the proceedings of the convention of the American Association for the Advancement of Science held in Cambridge Mass., in December, 1922.
",272,197,"The New York Times
",,1923,197,1923,272,Reporting
Frank Loesser and Abe Burrows,6183,winner,1439235145,winners/frank-loesser-and-abe-burrows,,218,158,"How To Succeed In Business Without Really Trying
",,1962,158,1962,218,Drama
Edmund S. Valtman,6184,winner,1439235145,winners/edmund-s-valtman,"For &quot;What You Need, Man, Is a Revolution Like Mine,&quot; published on August 31, 1961.
",215,158,"The Hartford Times
",,1962,158,1962,215,Editorial Cartooning
Thomas M. Storke,6185,winner,1439235145,winners/thomas-m-storke,"For his forceful editorials calling public attention to the activities of a semi-secret organization known as the John Birch Society.
",214,158,"Santa Barbara (CA) News-Press
",,1962,158,1962,214,Editorial Writing
Edwin O'Connor,6186,winner,1439235145,winners/edwin-oconnor,,219,158,"The Edge of Sadness
","Little
",1962,158,1962,219,Fiction
Theodore H. White,6187,winner,1478191867,winners/theodore-h-white,,223,158,The Making of the President 1960,Atheneum,1962,158,1962,223,General Nonfiction
Lawrence H. Gipson,6188,winner,1439235145,winners/lawrence-h-gipson,,220,158,"The Triumphant Empire: Thunder-Clouds Gather in the West 1763-1766
","Knopf
",1962,158,1962,220,History
Walter Lippmann,6189,winner,1439235145,winners/walter-lippmann,"For his 1961 interview with Soviet Premier Khrushchev, as illustrative of Lippmann&#039;s long and distinguished contribution to American journalism.
",210,158,"New York Herald Tribune Syndicate
",,1962,158,1962,210,International Reporting
Robert D. Mulllins,6190,winner,1439235145,winners/robert-d-mulllins,"For his resourceful coverage of a murder and kidnapping at Dead Horse Point, Utah.
",,158,"Deseret News
",,1962,158,1962,,
George Bliss,6191,winner,1439235145,winners/george-bliss,"For his initiative in uncovering scandals in the Metropolitan Sanitary District of Greater Chicago, with resultant remedial action.
",,158,"Chicago Tribune
",,1962,158,1962,,
Robert Ward,6192,winner,1468870871,winners/robert-ward,"For an opera in three acts, libretto by Bernard Stambler, based on the play by Arthur Miller. First performed at New York City Center, on October 26, 1961 by the New York City Opera Company.
",225,158,The Crucible,,1962,158,1962,225,Music
Nathan G. Caldwell and Gene S. Graham,6193,winner,1439235145,winners/nathan-g-caldwell-and-gene-s-graham,"For their exclusive disclosure and six years of detailed reporting, under great difficulties, of the undercover cooperation between management interests in the coal industry and the United Mine Workers.
",209,158,"Nashville Tennessean
",,1962,158,1962,209,National Reporting
Paul Vathis,6194,winner,1439235145,winners/paul-vathis,"For the photograph, &quot;Serious Steps,&quot; published April 22, 1961.
",271,158,"Associated Press
",,1962,158,1962,271,Photography
Alan Dugan,6195,winner,1439235145,winners/alan-dugan,,224,158,"Poems
","Yale Univ. Press
",1962,158,1962,224,Poetry
Panama City (FL) News-Herald,6196,winner,1439235145,winners/panama-city-fl-news-herald,"For its three-year campaign against entrenched power and corruption, with resultant reforms in Panama City and Bay County.
",204,158,"Panama City (FL) News-Herald
",,1962,158,1962,204,Public Service
Robert D. Mulllins,13953,winner,1444839818,winners/robert-d-mulllins-0,"For his resourceful coverage of a murder and kidnapping at Dead Horse Point, Utah.
",268,158,"Deseret News
",,1962,158,1962,268,Local Reporting - Edition time
George Bliss,13954,winner,1444839818,winners/george-bliss-0,"For his initiative in uncovering scandals in the Metropolitan Sanitary District of Greater Chicago, with resultant remedial action.
",269,158,"Chicago Tribune
",,1962,158,1962,269,Local Reporting - No edition time
Michael Idvorsky Pupin,5749,winner,1469546588,winners/michael-idvorsky-pupin,,222,196,From Immigrant to Inventor,Scribner,1924,196,1924,222,Biography
Hatcher Hughes,5750,winner,1439235120,winners/hatcher-hughes,,218,196,"Hell-Bent Fer Heaven
",,1924,196,1924,218,Drama
Jay Norwood Darling,5751,winner,1439235120,winners/jay-norwood-darling,"For &quot;In Good Old USA.&quot;
",215,196,"Des Moines Register &amp; Tribune
",,1924,196,1924,215,Editorial Cartooning
The Boston Herald,5752,winner,1439235120,winners/boston-herald,"For an editorial entitled &quot;Who Made Coolidge?&quot; 
",214,196,,,1924,196,1924,214,Editorial Writing
Charles Howard McIlwain,5753,winner,1439235120,winners/charles-howard-mcilwain,,220,196,"The American Revolution -- A Constitutional Interpretation
","Macmillan
",1924,196,1924,220,History
Margaret Wilson,5754,winner,1439235120,winners/margaret-wilson,,261,196,"The Able McLaughlins
","Harper
",1924,196,1924,261,Novel
Robert Frost,5755,winner,1439235120,winners/robert-frost,,224,196,"New Hampshire: A Poem with Notes and Grace Notes
","Holt
",1924,196,1924,224,Poetry
New York World,5756,winner,1439235120,winners/new-york-world-0,"For its work in connection with the exposure of the Florida peonage evil.
",204,196,"New York World
",,1924,196,1924,204,Public Service
